City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description
San Juan Capistrano,-117.68,33.49,1072,17,4.245,214500,2232,372,385,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.68,33.49,2557,16,2.8357,106300,3084,724,690,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.67,33.49,983,15,2.1935,183300,2782,579,525,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.67,33.49,128,10,8.163,250000,366,61,61,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.68,33.51,1481,19,6.323,480800,2930,428,430,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.68,33.49,1649,18,6.3568,294300,4173,625,634,<1H OCEAN,92.59,67,72,5.99,broken clouds
Dana Point,-117.69,33.48,1462,25,6.1815,288500,3240,481,497,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.69,33.47,679,13,5.756,305600,2020,378,290,<1H OCEAN,88.54,67,66,5.99,broken clouds
San Juan Capistrano,-117.66,33.5,862,16,4.4732,186300,1956,346,326,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.67,33.51,1893,17,4.0388,120400,2112,480,433,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.67,33.51,1490,18,3.4792,126400,1645,393,355,<1H OCEAN,92.59,67,72,5.99,broken clouds
San Juan Capistrano,-117.67,33.51,545,19,2.9762,184400,1258,246,227,<1H OCEAN,92.59,67,72,5.99,broken clouds
Dana Point,-117.69,33.47,1480,23,3.86,300000,3499,722,634,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.7,33.47,764,20,4.1563,320800,1577,363,333,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.7,33.47,1423,21,3.5915,305600,2208,534,482,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.69,33.47,1728,19,3.668,243800,2595,621,571,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.7,33.47,881,21,3.8403,350000,1857,399,380,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.72,33.43,616,5,3.8992,500001,1889,359,246,<1H OCEAN,88.54,67,66,5.99,broken clouds
Laguna Niguel,-117.68,33.55,1016,5,6.065,315500,2262,427,402,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.68,33.54,1363,5,7.618,341400,2840,403,403,<1H OCEAN,89.85,66,64,7,broken clouds
San Juan Capistrano,-117.68,33.52,1546,5,5.753,322800,3621,632,567,<1H OCEAN,92.59,67,72,5.99,broken clouds
Laguna Niguel,-117.69,33.55,1646,9,6.8007,318300,3856,571,576,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.69,33.54,801,20,6.5394,272000,1767,280,284,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.69,33.53,2396,17,6.0868,282900,5041,778,801,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.69,33.52,1176,4,3.4455,325000,2142,625,483,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.51,1460,2,6.8279,279000,5261,763,599,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.69,33.52,3214,3,4.538,278200,7374,1444,1279,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.53,2834,5,5.9088,288500,6698,1254,1139,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.71,33.52,876,17,6.1007,340900,2486,417,361,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.71,33.51,883,11,13.1477,487000,2198,252,281,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.71,33.51,1543,12,6.379,500001,4676,698,598,<1H OCEAN,89.85,66,64,7,broken clouds
Mission Viejo,-117.68,33.57,3550,2,10.1122,500001,10008,1453,1139,<1H OCEAN,94.75,63,59,5.01,broken clouds
Laguna Niguel,-117.69,33.55,705,4,8.3275,384200,1764,220,224,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.69,33.55,710,3,6.0743,274300,1618,266,246,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.54,1802,4,7.9338,354700,4956,693,625,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.55,1054,12,7.1736,262100,2459,390,391,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.56,703,2,6.9343,298500,2112,305,261,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.56,1033,3,4.1379,183300,2443,637,548,<1H OCEAN,89.85,66,64,7,broken clouds
Mission Viejo,-117.7,33.57,1512,4,3.3125,138500,3283,911,782,<1H OCEAN,94.75,63,59,5.01,broken clouds
Laguna Niguel,-117.71,33.54,1883,7,10.4415,453800,4907,577,556,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.71,33.54,962,15,7.3878,318300,2460,368,320,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Hills,-117.71,33.58,1066,2,4.6336,187500,2530,562,510,<1H OCEAN,94.1,62,20,8.05,few clouds
Mission Viejo,-117.7,33.57,469,9,3.6196,119900,1204,355,293,<1H OCEAN,94.75,63,59,5.01,broken clouds
Laguna Hills,-117.71,33.57,1285,4,4.045,226000,3289,753,651,<1H OCEAN,94.1,62,20,8.05,few clouds
Laguna Hills,-117.71,33.57,1846,6,4.877,144300,3673,881,768,<1H OCEAN,94.1,62,20,8.05,few clouds
San Juan Capistrano,-117.68,33.51,959,4,6.2661,268500,2428,401,386,<1H OCEAN,92.59,67,72,5.99,broken clouds
Laguna Niguel,-117.69,33.51,505,4,4.6607,173000,1223,275,244,<1H OCEAN,89.85,66,64,7,broken clouds
Laguna Niguel,-117.7,33.5,834,4,5.5677,245400,2351,445,397,<1H OCEAN,89.85,66,64,7,broken clouds
Dana Point,-117.71,33.49,617,5,8.583,397700,1680,254,231,<1H OCEAN,88.54,67,66,5.99,broken clouds
Laguna Niguel,-117.7,33.5,2969,4,8.7591,434700,7474,1037,1007,<1H OCEAN,89.85,66,64,7,broken clouds
Dana Point,-117.7,33.48,1156,10,6.3579,336700,3458,638,470,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.7,33.48,6223,6,6.3088,340300,16590,2696,2357,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.71,33.47,1490,14,6.5206,368500,3894,672,629,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.74,33.46,1720,9,4.89,454100,6564,1316,904,<1H OCEAN,88.54,67,66,5.99,broken clouds
Dana Point,-117.71,33.47,830,17,5.5507,345700,2681,454,410,<1H OCEAN,88.54,67,66,5.99,broken clouds
Lake Forest,-117.7,33.68,3985,29,2.8192,162500,5650,1084,1056,<1H OCEAN,95.68,59,20,8.05,few clouds
Irvine,-117.76,33.7,2042,12,7.9125,344900,4025,574,588,<1H OCEAN,95.18,60,20,8.05,few clouds
Irvine,-117.77,33.7,1486,3,5.5464,207500,3636,749,696,<1H OCEAN,95.18,60,20,8.05,few clouds
Irvine,-117.77,33.7,1315,4,3.7147,137500,2446,622,560,<1H OCEAN,95.18,60,20,8.05,few clouds
Lake Forest,-117.69,33.65,2356,16,6.1062,274600,5805,852,795,<1H OCEAN,95.68,59,20,8.05,few clouds
Lake Forest,-117.71,33.65,1587,16,8.6088,307400,3774,456,430,<1H OCEAN,95.68,59,20,8.05,few clouds
Lake Forest,-117.7,33.65,1249,16,6.1863,355600,3388,492,463,<1H OCEAN,95.68,59,20,8.05,few clouds
Lake Forest,-117.71,33.64,1293,14,8.111,308900,2945,356,335,<1H OCEAN,95.68,59,20,8.05,few clouds
Laguna Hills,-117.71,33.63,950,16,5.8399,220600,1565,274,280,<1H OCEAN,94.1,62,20,8.05,few clouds
Laguna Hills,-117.71,33.63,1357,16,4.5909,241800,2497,500,456,<1H OCEAN,94.1,62,20,8.05,few clouds
Laguna Hills,-117.71,33.63,945,16,3.4261,219700,1641,354,318,<1H OCEAN,94.1,62,20,8.05,few clouds
Lake Forest,-117.7,33.63,1525,16,5.2325,286800,4428,745,682,<1H OCEAN,95.68,59,20,8.05,few clouds
Laguna Hills,-117.72,33.64,380,16,2.2969,67500,1230,242,246,<1H OCEAN,94.1,62,20,8.05,few clouds
Laguna Hills,-117.7,33.62,1639,19,5.0686,225600,2957,492,495,<1H OCEAN,94.1,62,20,8.05,few clouds
Lake Forest,-117.7,33.63,1501,23,5.5584,241700,3038,473,436,<1H OCEAN,95.68,59,20,8.05,few clouds
Laguna Hills,-117.71,33.62,1338,22,5.8898,242800,2520,387,391,<1H OCEAN,94.1,62,20,8.05,few clouds
Lake Forest,-117.69,33.66,1256,11,8.2953,350500,2630,327,352,<1H OCEAN,95.68,59,20,8.05,few clouds
Lake Forest,-117.69,33.66,1933,5,6.9501,225700,4246,689,722,<1H OCEAN,95.68,59,20,8.05,few clouds
Oakland,-122.28,37.81,346,52,0.8075,137500,386,164,155,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.28,37.81,467,35,1.8088,118800,948,184,169,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.28,37.81,377,52,2.4083,98200,773,143,115,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.81,582,40,0.977,118800,880,451,380,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.81,546,10,0.76,162500,875,348,330,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.8,125,10,0.9722,137500,105,42,39,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.8,396,52,1.2434,500001,249,78,85,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.8,800,16,2.0938,162500,994,392,362,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.28,37.8,904,52,0.8668,137500,215,87,88,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.28,37.8,191,52,0.75,162500,96,31,34,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.79,718,27,2.6354,187500,1055,347,302,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.27,37.8,1327,39,1.8477,179200,1715,623,467,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.8,3469,36,2.0096,130000,5329,2477,2323,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.82,2048,31,2.8345,183800,4596,1331,1180,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.81,202,29,2.0062,125000,335,107,91,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.82,2024,22,1.2185,170000,3682,1270,1250,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.82,1838,37,2.6104,193100,3633,1085,980,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.81,2304,29,2.4912,257800,4656,1414,1250,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.81,2563,28,3.2177,273400,5806,1603,1497,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.81,389,39,3.125,237500,854,242,228,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.81,895,52,2.5795,350000,2155,701,613,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.81,2689,34,2.8406,335700,5871,1914,1789,NEAR BAY,87.69,63,75,17.27,broken clouds
Piedmont,-122.24,37.82,674,52,4.9306,313400,1509,225,244,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.81,709,52,3.2727,268500,2026,482,456,NEAR BAY,87.76,62,20,10.36,few clouds
Oakland,-122.25,37.81,686,52,3.1691,259400,1758,460,422,NEAR BAY,87.69,63,75,17.27,broken clouds
Piedmont,-122.24,37.82,1444,52,3.9,275700,3481,751,718,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.82,1520,28,3.9063,225000,3337,855,802,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.82,550,52,5.0917,262500,1424,289,253,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.82,1806,32,2.6429,218500,3809,1098,1022,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.82,1749,26,3.0233,255000,3959,1196,1217,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.83,939,52,3.1484,224100,2376,559,519,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.83,675,35,3.4722,243100,1613,428,422,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.83,534,52,3.1429,231600,1279,287,291,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.83,2558,28,2.4234,218500,5022,1750,1661,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.25,37.83,1786,52,3.0897,234100,4190,1105,1037,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.84,970,50,5.8596,327600,2515,399,373,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.84,1098,47,5.2868,347600,3175,454,485,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.83,794,41,5.956,366100,2576,406,376,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.85,98,37,4.9643,335000,334,54,47,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.85,1061,52,6.3434,373600,2800,411,403,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.84,1177,52,5.1773,389500,3529,574,555,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.85,901,52,7.2354,391100,2612,365,367,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.85,2031,28,5.457,337300,5287,1048,956,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.84,1031,50,7.5,295200,2935,473,479,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.84,1358,44,6.0194,292300,3424,597,597,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.83,1616,40,7.5544,411500,4991,674,654,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.84,844,30,6.0666,311500,2211,346,343,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.84,1140,34,7.0548,325900,3038,490,496,NEAR BAY,87.76,62,20,10.36,few clouds
Orinda,-122.19,37.84,533,18,11.6017,392600,1617,210,194,NEAR BAY,86.95,59,0,12.66,clear sky
Piedmont,-122.2,37.84,1072,35,7.4882,319300,2865,460,443,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.83,1627,34,6.8976,333300,5065,788,766,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.83,463,28,8.2049,335200,1326,184,190,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.83,542,26,8.401,351200,1589,223,211,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.83,661,29,6.8538,368900,1791,271,269,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.82,635,32,8.317,365900,1835,264,263,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.82,420,37,7.0175,366700,1229,181,176,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.82,1265,39,6.3302,362800,3770,534,500,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.18,37.81,126,30,6.3624,483300,292,38,52,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.82,813,52,7.0549,331400,2375,333,350,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.81,1067,45,6.7851,323500,2964,436,426,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.8,1260,50,2.8929,216700,2833,605,552,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.8,951,38,3.0812,233100,2254,535,487,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.81,510,52,5.2402,296400,1389,212,224,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.81,765,52,6.5217,273700,1971,335,308,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.8,1129,52,3.2632,227700,2183,465,460,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.8,1073,52,3.0298,199600,2286,464,441,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.8,1185,52,4.5428,239800,2721,541,515,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.81,756,52,4.072,270100,2024,339,340,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.81,1034,52,5.3509,302100,2944,536,521,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,787,52,3.1603,269500,2033,486,459,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.81,612,52,4.7708,314700,1433,229,213,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.22,37.81,1021,52,8.1564,390100,2927,402,380,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.81,861,52,8.8793,410300,2315,292,258,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.81,953,52,6.8591,352400,2485,313,327,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.81,634,52,6.0302,287300,1490,238,256,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.81,878,52,7.508,348700,2814,365,352,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.81,918,52,2.7477,243800,2093,550,483,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,360,52,2.1944,211500,888,168,175,NEAR BAY,87.76,62,20,10.36,few clouds
Oakland,-122.25,37.8,1197,52,3.0149,218400,2087,510,488,NEAR BAY,87.69,63,75,17.27,broken clouds
Piedmont,-122.24,37.81,1048,52,3.675,269900,2513,502,518,NEAR BAY,87.76,62,20,10.36,few clouds
Oakland,-122.25,37.81,1373,46,3.225,218800,3232,835,747,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1715,42,2.9345,225000,4120,1065,1015,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1359,43,2.1429,250000,2364,792,722,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1062,41,1.6121,171400,1471,469,413,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1335,29,1.3929,193800,2468,864,773,NEAR BAY,87.69,63,75,17.27,broken clouds
Alameda,-122.24,37.79,1171,27,2.3173,125000,1632,492,429,NEAR BAY,91.31,39,0,8.01,clear sky
Oakland,-122.25,37.79,1475,45,1.7772,97500,1786,526,460,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.79,742,50,2.6458,125000,629,188,196,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.79,1086,52,2.181,138800,1339,391,363,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1645,36,2.2303,116700,1678,606,543,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.8,1710,43,1.6504,151800,2344,647,644,NEAR BAY,87.69,63,75,17.27,broken clouds
Piedmont,-122.24,37.8,731,52,2.2697,127000,996,228,228,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,1118,52,2.1563,128600,1591,373,347,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,1006,52,2.1348,140600,1586,398,335,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,1213,47,2.6292,182700,2046,588,554,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,772,52,2.3833,146900,1192,289,257,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,1321,52,2.957,122800,1803,420,401,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.24,37.8,1487,49,2.5238,169300,2838,749,677,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,488,52,1.9375,126600,783,184,186,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,949,51,1.9028,127900,1590,414,392,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,1149,50,2.25,123500,1746,480,415,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.23,37.8,844,52,2.3929,111900,1252,299,280,NEAR BAY,87.76,62,20,10.36,few clouds
Alameda,-122.23,37.79,4367,43,2.1917,112800,5963,1344,1231,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,1659,52,2.9357,107900,1783,395,412,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,1011,30,1.8854,137500,999,264,263,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.24,37.79,1464,39,2.1638,105500,1469,431,389,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.24,37.79,1237,47,2.125,95500,1372,395,303,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.24,37.79,647,52,3.375,116100,674,180,168,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.24,37.79,1284,43,2.2542,112200,1626,376,357,NEAR BAY,91.31,39,0,8.01,clear sky
Oakland,-122.25,37.79,228,51,2.1,75000,175,43,55,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.79,381,39,1.6,112500,461,129,123,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.25,37.79,846,52,3.625,125000,902,237,227,NEAR BAY,87.69,63,75,17.27,broken clouds
Oakland,-122.26,37.8,1659,20,1.6929,115000,2373,779,676,NEAR BAY,87.69,63,75,17.27,broken clouds
Alameda,-122.22,37.77,520,52,1.6471,95000,391,128,138,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.77,866,52,2.59,96400,1137,301,259,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.77,612,52,2.57,72000,769,206,183,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.78,415,52,2.6429,71300,472,146,126,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.78,994,52,3.0257,80800,862,215,213,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.78,1525,50,1.4886,128800,1920,530,477,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.78,1506,43,1.9338,112500,1420,472,438,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.78,1008,52,1.4844,119400,986,258,255,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.78,2813,44,1.6009,118100,2340,825,751,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,1481,48,2.0375,122500,1696,396,343,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,859,49,2.293,106300,1175,217,219,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,1608,37,2.1494,132500,2343,574,523,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,425,30,1.6198,122700,610,145,140,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.23,37.79,564,40,1.3281,113300,930,199,184,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,961,44,3.5156,109500,1487,314,272,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,2273,52,3.9048,164700,3424,690,685,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.21,37.79,600,52,3.0893,125000,762,190,195,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,1647,46,2.6042,124700,2366,575,527,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,1201,49,2.5,136700,1826,450,424,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.22,37.79,2167,38,2.7969,141700,3049,711,659,NEAR BAY,91.31,39,0,8.01,clear sky
Piedmont,-122.2,37.79,939,29,2.8321,150000,1640,376,340,NEAR BAY,87.76,62,20,10.36,few clouds
Alameda,-122.21,37.79,859,47,2.9583,138800,1543,307,292,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.21,37.79,1517,34,2.8365,139200,2364,557,516,NEAR BAY,91.31,39,0,8.01,clear sky
Alameda,-122.21,37.79,1143,35,2.875,143800,1745,409,386,NEAR BAY,91.31,39,0,8.01,clear sky
Piedmont,-122.21,37.8,1109,39,3.0682,156500,2003,500,464,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.8,1221,39,3.0757,151000,2018,447,446,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.8,1115,43,4.9559,273000,3045,499,455,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.8,706,52,4.7721,217100,1547,293,268,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.8,1883,52,3.4861,187100,3519,711,706,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.8,804,41,5.1184,239600,2070,354,340,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.21,37.8,506,48,4.0977,229700,1321,263,252,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.8,610,48,4.744,257300,1694,259,238,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.8,768,46,4.2727,246900,1938,341,332,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.79,462,50,2.9844,179900,968,195,184,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.79,667,40,4.1739,169600,1060,256,235,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.8,1059,46,3.8487,203300,2041,405,399,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.8,637,52,4.0114,263400,1813,271,277,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.79,1106,45,4.6563,231800,2718,451,454,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.19,37.79,1737,28,2.9297,140500,3144,761,669,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.79,1009,35,2.3036,126000,1802,459,390,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.79,737,49,2.6667,122000,882,195,210,NEAR BAY,87.76,62,20,10.36,few clouds
Piedmont,-122.2,37.79,1354,44,2.619,134700,1621,452,491,NEAR BAY,87.76,62,20,10.36,few clouds
Alameda,-122.21,37.79,1530,45,2.4167,139400,2115,533,474,NEAR BAY,91.31,39,0,8.01,clear sky
Piedmont,-122.2,37.79,1410,45,2.7788,115400,2021,528,480,NEAR BAY,87.76,62,20,10.36,few clouds
Alameda,-122.21,37.78,1390,46,2.7352,137300,2239,508,569,NEAR BAY,91.31,39,0,8.01,clear sky
